Code,row,Coded_med,Weight,Code2,Weight02
N4.40.20.0,47,Sameerapanchakam,3,,
N4.40.20.0,48,Saribadyasavam,2,,
N4.40.20.0,49,Seka-Netra,1,,
N4.40.20.0,50,Shudha Guggulu,2,,
N4.40.20.0,51,Sinus 44,1,,
N4.40.20.0,52,Sunetra,6,,
N4.40.20.0,53,Sweda-Bashpa(Steam Bath),1,,
N4.40.20.0,54,Sweda-SSPS(Navara Kizhi)-Netra,1,,
N4.40.20.0,55,Tarpanam-Netra,1,,
N4.40.20.0,56,Thimiranjanam,4,,
N4.40.20.0,57,Thriphaladi,1,,
N4.40.20.0,58,Trimpil,1,,
N4.40.20.0,59,Triphala,1,,
N4.40.20.0,60,Triphala Guggulu,3,,
N4.40.20.0,61,Vasant Kusumakar Plain,1,,
N4.40.20.0,62,Vidalaka-Netra,1,,
N4.40.20.0,63,Yoga session,1,,
N4.40.20.0,64,Kalka,1,,
N4.40.20.1,1,A Flu O Cil,1,N4.40.9,1
N4.40.20.1,2,Abana,1,N4.40.20.1,25
N4.40.20.1,3,Abhyanga,2,N4.35,2
N4.40.20.1,4,Abhyanga-Shiro,1,MS G1.0,2
N4.40.20.1,5,Acupuncture,1,S13.11,1
N4.40.20.1,6,Amruthadi Guggulu DS,1,S14.24,1
N4.40.20.1,7,Bocomo Forte,1,V2.10,3
N4.40.20.1,8,Cardorium Plus,1,S18.1,2
N4.40.20.1,9,Catramide,1,M10.0,1
N4.40.20.1,10,Catropa,12,M18.11.2,2
N4.40.20.1,11,Chandanadi Anjanam,1,S16.12,1
N4.40.20.1,12,Chandraprabha,2,N4.0,4
N4.40.20.1,13,D Nil,1,V2.63,8
N4.40.20.1,14,Darsana,9,N2.21.0,1
N4.40.20.1,15,Dasamoolahareetaki,1,k12.0,1
N4.40.20.1,16,Dasamoolarishtam,1,V2.0,2
N4.40.20.1,17,Dhanwantaram,1,G8.0,1
N4.40.20.1,18,Dhara-Kashaya-Netra,1,K3.0,1
N4.40.20.1,19,Dia P,1,S4.0,1
N4.40.20.1,20,Diabecon DS,1,k12.5,1
N4.40.20.1,21,Dietetics Rounds,1,S16.30.9,1
N4.40.20.1,22,Eye Plus,2,S16.30.0,1
N4.40.20.1,23,G P,1,A6.0,3
N4.40.20.1,24,G T,1,K9.0,1
N4.40.20.1,25,Gandha,1,M2.0,11
N4.40.20.1,26,Garudanjanam,7,K10.28,1
N4.40.20.1,27,Guduchi,2,K4.12,1
N4.40.20.1,28,Himplasia,1,S14.0,1
N4.40.20.1,29,Histantin,1,P5.0,3
N4.40.20.1,30,IHC Punarnava,1,V2.23,1
N4.40.20.1,31,IHC Triphala,2,M10.1,3
N4.40.20.1,32,Insulan-D,1,S2.10,1
N4.40.20.1,33,Kamadudha,1,S2.14,1
N4.40.20.1,34,Kanchanara Guggulu,1,A2.0,2
N4.40.20.1,35,Kashaya,1,B5,2
N4.40.20.1,36,Kashyapa,1,K2.0,2
N4.40.20.1,37,Kottamchukkadi,1,K10.52.8,1
N4.40.20.1,38,Ksheerabala,1,V5.0,1
N4.40.20.1,39,Laghusootha Mishrana,1,MS R1,1
N4.40.20.1,40,Mehanil,2,G9.7,2
N4.40.20.1,41,Mucex,1,MS M1.0,4
N4.40.20.1,42,Nalikeranjanam,1,N4.40.20.0,1
N4.40.20.1,43,Nasya,1,S14.21,1
N4.40.20.1,44,Neo,1,M10.2,2
N4.40.20.1,45,Nisa Amalaki,2,M18.9.0,1
N4.40.20.1,46,Optha,1,P5.5,1
N4.40.20.1,47,Oushadha 2,1,S13.19,1
N4.40.20.1,48,Oushadha 5,1,S3.0,1
N4.40.20.1,49,Panchakolasavam,1,J1.0,1
N4.40.20.1,50,Panchavalkala Kashaya,1,,
N4.40.20.1,51,Pooranam Karna,1,,
N4.40.20.1,52,Prakruti Analysis,1,,
N4.40.20.1,53,Rasnaerandadi,1,,
N4.40.20.1,54,Reosto,1,,
N4.40.20.1,55,Rumalaya Forte,1,,
N4.40.20.1,56,Sallaki M R,2,,
N4.40.20.1,57,Sameerapanchakam,3,,
N4.40.20.1,58,Shiva,2,,
N4.40.20.1,59,Sinus 44,1,,
N4.40.20.1,60,Sooktyn,1,,
N4.40.20.1,61,Soothashekar Plain,1,,
N4.40.20.1,62,Soothashekar Gold,1,,
N4.40.20.1,63,Sunetra,7,,
N4.40.20.1,64,Sweda-Bashpa(Steam Bath),2,,
N4.40.20.1,65,Sweda-SSPS(Navara Kizhi)-Netra,1,,
N4.40.20.1,66,Tarpanam-Netra,1,,
N4.40.20.1,67,Thaleesapatradi,1,,
N4.40.20.1,68,Thimiranjanam,17,,
N4.40.20.1,69,Thriphaladi,1,,
N4.40.20.1,70,Trayodasanga Guggulu,1,,
N4.40.20.1,71,Trichoderm,1,,
N4.40.20.1,72,Triphala Guggulu,2,,
N4.40.20.1,73,Ural BPH,1,,
N4.40.20.1,74,Ural,1,,
N4.40.20.1,75,Vasant Kusumakar Plain,1,,
N4.40.20.1,76,Vasant Kusumakar Gold,1,,
N4.40.20.1,77,Vasti-Anuvasana,1,,
N4.40.20.1,78,Vasti-Asthapana-Kashaya,1,,
N4.40.20.1,79,Vasti-Asthapana-Ksheera,1,,
N4.40.20.1,80,Vasti-Shiro,1,,
N4.40.20.1,81,Virechana-Nitya,1,,
N4.40.20.3,1,Anuloma DS,1,V2.10,1
N4.40.20.3,2,Balajeerakadi,1,V2.63,1
N4.40.20.3,3,Chandanadi Anjanam,1,N4.35,1
N4.40.20.3,4,G T,1,N4.40.20.3,1
N4.40.20.3,5,Mahanarayana,1,V2.0,1
N4.40.20.3,6,Nethramrutham,1,,
N4.40.20.3,7,Pravala,1,,
N4.40.20.3,8,Pyroflex,1,,
N4.40.20.3,9,Rasnaerandadi,1,,
N4.40.20.3,10,RasnaSapthakam,1,,
N4.40.20.3,11,Sameerapanchakam,1,,
N4.40.20.3,12,Saptamrut Loha,1,,
N4.40.20.3,13,Susandhi Plus,1,,
N4.40.20.6,1,Asnavilwadi,1,N4.40.20.6,4
N4.40.20.6,2,Bhunimbadi,1,S14.21,1
N4.40.20.6,3,Catramide,1,V2.10,1
N4.40.20.6,4,Catropa,1,S2.11,1
N4.40.20.6,5,Chandanadi Anjanam,1,G13.0,1
N4.40.20.6,6,Chyavanaprasam,1,S14.13,1
N4.40.20.6,7,Darsana,1,k12.0,1
N4.40.20.6,8,Dhanwantaram (101),1,S14.17,1
N4.40.20.6,9,Eye Plus,1,N4.0,1
N4.40.20.6,10,Indukantam,1,M10.1,1
N4.40.20.6,11,Liv 52 DS,1,P5.0,1
N4.40.20.6,12,Nethraraksha,1,V2.23,1
N4.40.20.6,13,Sameerapanchakam,1,,
N4.40.20.6,14,Sunetra,1,,
N4.40.20.6,15,Thimiranjanam,2,,
N4.40.5,1,Anjana,2,N4.0,2
N4.40.5,2,Anu,1,V2.63,1
N4.40.5,3,Brihat Vata Chintamani Plain,2,N4.40.5,2
N4.40.5,4,Chandanadi Anjanam,1,V2.0,1
N4.40.5,5,Dhanadarasnadi,2,S1.0,1
N4.40.5,6,Ekangaveera,1,N4.50.2.4,1
N4.40.5,7,Jeevanthyadi,1,N4.40.0,1
N4.40.5,8,Ksheerabala,1,N4.50.2.0,1
N4.40.5,9,Sunetra,1,N4.50.8,1
N4.40.5,10,Varanadi,1,MS G1.0,1
N4.40.5,11,,,V2.23,1
N4.40.6,1,Abhyanga,1,N4.40.6,1
N4.40.6,2,Aschyotanam(Prakshalanam) + Bandhana - NETRA,1,V2.23,1
N4.40.6,3,Dhara-Dhanyamala-Sarvanga,1,,
N4.40.6,4,Dhara-Kashaya-Netra,1,,
N4.40.6,5,Dhara-Taila-Sarvanga,1,,
N4.40.6,6,Dhara-Taila-Shiro,1,,
N4.40.6,7,Dhooma-Ksheera,1,,
N4.40.6,8,Exercise Therapy,1,,
N4.40.6,9,Gandharvahastadi,1,,
N4.40.6,10,Hinguvachadi,1,,
N4.40.6,11,Lepam Ekanga,1,,
N4.40.6,12,Sallaki Plus,1,,
N4.40.6,13,Seka-Netra,1,,
N4.40.6,14,Sinduvarairandam,1,,
N4.40.6,15,Sweda-Bashpa(Steam Bath),1,,
N4.40.6,16,Sweda-PPS-Sarvanga,1,,
N4.40.6,17,Sweda-SSPS(Navara Kizhi)-Sarvanga,1,,
N4.40.6,18,Tarpanam-Netra,1,,
N4.40.6,19,Thalam,1,,
N4.40.6,20,Vasti-Anuvasana,1,,
N4.40.6,21,Vasti-Asthapana-Kashaya,1,,
N4.40.8,1,Abhyanga,1,N4.40.8,2
N4.40.8,2,Asnavilwadi,1,P5.0,1
N4.40.8,3,Brahmi Drakshadi,1,M5.1,1
N4.40.8,4,Dhara-Taila-Shiro,1,S14.21,1
N4.40.8,5,Dietetics Rounds,1,,
N4.40.8,6,IHC Triphala,1,,
N4.40.8,7,Kachayapanam,2,,
N4.40.8,8,Kaisora Guggulu DS,1,,
N4.40.8,9,Kalyanakam,1,,
N4.40.8,10,Manasamithra,1,,
N4.40.8,11,Memorin,1,,
N4.40.8,12,Neuron,1,,
N4.40.8,13,Pichu,1,,
N4.40.8,14,Pichu-Shiro,1,,
N4.40.8,15,Vasti-Anuvasana,1,,
N4.40.8,16,Vasti-Asthapana-Kashaya,1,,
N4.40.8,17,Yoga session,1,,
N4.40.9,1,Abhyanga-Ekanga,1,V1.0,1
N4.40.9,2,Ashwagandha,1,k12.0,2
N4.40.9,3,Catropa,5,S13.11,2
N4.40.9,4,Chandanadi Anjanam,1,N4.40.19,1
N4.40.9,5,Chandraprabha,1,N4.40.9,7
N4.40.9,6,Darsana,3,N4.40.20.1,1
N4.40.9,7,Dhara-Kashaya-Netra,1,N4.35,1
N4.40.9,8,Dhara-Kashaya-Sarvanga,1,MS G1.0,1
N4.40.9,9,Dietetics Rounds,1,S14.24,1
N4.40.9,10,G P,1,V2.10,1
N4.40.9,11,G T,1,P5.0,3
N4.40.9,12,Garudanjanam,3,M10.1,1
N4.40.9,13,Gaytarin,1,S16.0,1
N4.40.9,14,Guduchi,1,M2.0,1
N4.40.9,15,IHC Jyothishmadi,1,S14.4,1
N4.40.9,16,IHC Triphala,1,S14.21,1
N4.40.9,17,Kaisora Guggulu,1,V2.0,1
N4.40.9,18,Kapikachu,1,S14.0,1
N4.40.9,19,Kottamchukkadi,1,V2.56.0,1
N4.40.9,20,Mahamanjishtadi,1,K9.1,1
N4.40.9,21,Nalpamaradi Coconut,1,S14.3,1
N4.40.9,22,Nasya-Pratimarsha,1,,
N4.40.9,23,Nasya,1,,
N4.40.9,24,Naturopathy A,1,,
N4.40.9,25,Naturopathy B,1,,
N4.40.9,26,Nethramrutham,1,,
N4.40.9,27,Nuro - XT,1,,
N4.40.9,28,Padabhyanga,1,,
N4.40.9,29,Patolamooladi,1,,
N4.40.9,30,Prasarini,1,,
N4.40.9,31,Rasnaerandadi,1,,
N4.40.9,32,Rumastal Forte,1,,
N4.40.9,33,Sameerapanchakam,2,,
N4.40.9,34,Seka-Netra,1,,
N4.40.9,35,Sunetra,2,,
N4.40.9,36,Sweda-Nadi-Sarvanga,1,,
N4.40.9,37,Tarpanam-Netra,1,,
N4.40.9,38,Thimiranjanam,4,,
N4.40.9,39,Trayodasanga Guggulu DS,1,,
N4.40.9,40,Udwarthana (Sarvanga),1,,
N4.40.9,41,Ulsant-D,1,,
N4.40.9,42,Yoga session,1,,
N4.42.0,1,Asana Eladi,1,D1.0,1
N4.42.0,2,Aschyotanam(Prakshalanam) + Bandhana - NETRA,1,V2.57,1
N4.42.0,3,Balashwagandhadi,1,N4.42.0,2
N4.42.0,4,Chandanadi Anjanam,1,V2.0,1
N4.42.0,5,Darsana,1,N4.0,1
N4.42.0,6,Dhara-Kashaya-Netra,1,N4.12,1
N4.42.0,7,Dhara-Taila-Shiro,1,V2.42,1
N4.42.0,8,Dietetics Rounds,1,M18.9.0,1
N4.42.0,9,Eye Plus,1,M18.9.4,1
N4.42.0,10,Guduchyadi,1,N2.21.3,1
N4.42.0,11,Kashisadi,1,,
N4.42.0,12,Lepam-Mastaka (Forehead),1,,
N4.42.0,13,Nasya,1,,
N4.42.0,14,Nethramrutham,1,,
N4.42.0,15,Neuron,1,,
N4.42.0,16,Nuro - XT,1,,
N4.42.0,17,Pichu-Shiro,1,,
N4.42.0,18,Saptamrut Loha,1,,
N4.42.0,19,Sapthamrutham,1,,
N4.42.0,20,Stressex,1,,
N4.42.0,21,Sunetra,1,,
N4.42.0,22,Sweda-CPS-netra,1,,
N4.42.0,23,Tarpanam-Netra,1,,
N4.42.0,24,Virechana-Nitya,1,,
N4.42.2.1,1,Catropa,1,N4.42.2.1,2
N4.42.2.1,2,Eye Plus,2,S0.0,1
N4.42.2.1,3,Garudanjanam,1,S14.0,1
N4.42.2.1,4,Hinguvachadi,1,V2.21,1
N4.42.2.1,5,Ksheerabala,1,M18.9.2,1
N4.42.2.1,6,Ksheerabala Avarti,1,N4.35,1
N4.42.2.1,7,Lakshadi,1,K2.0,1
N4.42.2.1,8,Lakshadi Guggulu,1,S18.1,1
N4.42.2.1,9,Prandhara,1,V2.0,1
N4.42.2.1,10,Pyroflex,1,V2.36,1
N4.42.2.1,11,Sallaki M R,1,,
N4.42.2.1,12,Thimiranjanam,1,,
N4.42.2.1,13,Yogaraja Guggulu,1,,
N4.44,1,Catramide,1,K9.0,1
N4.44,2,IHC Triphala,1,N4.44,1
N4.44,3,Mahasapthamruthaloham,1,V2.0,1
N4.45,1,Akshabeejadi,1,N4.45,1
N4.45,2,Catropa,1,P5.0,1
N4.45,3,Chandraprabha,1,M2.0,1
N4.45,4,Darsana,1,S14.21,1
N4.45,5,IHC Triphala,1,,
N4.45,6,Kachooradi,1,,
N4.45,7,Nethramrutham,1,,
N4.45,8,Pathyapunarnnavadi,1,,
N4.45,9,Punarnava,1,,
N4.45,10,Punaranavadi,1,,
N4.45,11,Sameerapanchakam,1,,
N4.45,12,Saptamrut Loha,1,,
N4.45,13,Thimiranjanam,1,,
N4.45,14,Vasaguloochyadi,1,,
N4.45,15,Vinayakanjanam,1,,
N4.46.0,1,Eye Plus,1,V2.63,1
N4.46.0,2,Nethramrutham,1,S3.3,1
N4.46.0,3,,,N4.0,1
N4.46.0,4,,,N4.46.0,1
N4.46.0,5,,,N4.55.30,1
N4.46.0,6,,,S13.11,1
N4.46.2.0,1,Acupuncture,1,S18.1,1
N4.46.2.0,2,Amruthaprasam,1,G9.7,1
N4.46.2.0,3,Arimedas,1,V2.0,2
N4.46.2.0,4,Arthrojith,1,N4.0,2
N4.46.2.0,5,Avipathi,1,S14.0,1
N4.46.2.0,6,Catramide,1,S3.0,1
N4.46.2.0,7,Dhanwantaram (101),1,V2.63,2
N4.46.2.0,8,Dhanwantaram,1,N4.46.2.0,7
N4.46.2.0,9,Dhara-Dhanyamala-Sarvanga,1,J1.0,1
N4.46.2.0,10,Dietetics Rounds,1,MS G1.0,1
N4.46.2.0,11,Elaneer,1,K3.0,2
N4.46.2.0,12,Exercise Therapy,1,P3.0,1
N4.46.2.0,13,Gandharvashastha Castro,1,M18.11.0,1
N4.46.2.0,14,H Gum,1,K2.5,1
N4.46.2.0,15,Histantin,1,N4.46.2.2,1
N4.46.2.0,16,Kaisora Guggulu DS,5,V2.23,2
N4.46.2.0,17,Karela Jamun Juice,1,K2.0,2
N4.46.2.0,18,Karpooradi,1,K2.1,1
N4.46.2.0,19,Moist Therapy,1,S14.21,2
N4.46.2.0,20,Nayanamrutham,1,K4.14,1
N4.46.2.0,21,Nisa Amalaki,1,M18.9.21,1
N4.46.2.0,22,Palsinuron,1,N2.18,1
N4.46.2.0,23,Panchakola,1,P5.0,1
N4.46.2.0,24,Prasanna Varthy,2,Y1,1
N4.46.2.0,25,Reosto,1,V2.36,1
N4.46.2.0,26,Rilanx,1,M2.0,1
N4.46.2.0,27,Sahacharadi,1,,
N4.46.2.0,28,Sreekandasavam,1,,
N4.46.2.0,29,Stresscom,1,,
N4.46.2.0,30,Sweda-PPS-Sarvanga,1,,
N4.46.2.0,31,Thriphaladi,1,,
N4.46.2.0,32,Varthy,3,,
N4.46.2.0,33,Vasti-Anuvasana,1,,
N4.46.2.0,34,Vasti-Asthapana-Ksheera,1,,
N4.46.2.0,35,Vasti-Kati,1,,
N4.46.2.1,1,Catropa,1,A6.2,1
N4.46.2.1,2,Chandanadi Anjanam,2,V2.63,1
N4.46.2.1,3,Darsana,1,N4.46.2.1,3
N4.46.2.1,4,Dhanadarasnadi,1,P5.4,1
N4.46.2.1,5,Elaneer,1,S14.7,1
N4.46.2.1,6,Garudanjanam,1,Y1,1
N4.46.2.1,7,Mukulanjanam,1,N4.35,1
N4.46.2.1,8,Nalikeranjanam,1,U2.0,1
N4.46.2.1,9,Nethramrutham,2,,
N4.46.2.1,10,Pathyashadangam,1,,
N4.46.2.1,11,Sameerapanchakam,1,,
N4.46.2.1,12,Saptamrut Loha,1,,
N4.46.2.1,13,Sudarshan Ghana,1,,
N4.46.2.1,14,Sunetra,1,,
N4.46.2.1,15,Triphala Guggulu,1,,
N4.46.2.2,1,Chandanadi Anjanam,1,J1.0,1
N4.46.2.2,2,Eye Plus,1,MS G1.0,1
N4.46.2.2,3,Liv 52 DS,1,K3.0,1
N4.46.2.2,4,Pathyakshadhathryadi,1,P3.0,1
N4.46.2.2,5,Saptamrut Loha,1,M18.11.0,1
N4.46.2.2,6,Sudarshan Ghana,1,N4.0,1
N4.46.2.2,7,,,N4.46.2.0,1
N4.46.2.2,8,,,K2.5,1
N4.46.2.2,9,,,N4.46.2.2,1
N4.46.2.2,10,,,V2.23,1
N4.46.2.2,11,,,K2.0,1
N4.46.2.2,12,,,K2.1,1
N4.46.2.2,13,,,S14.21,1
N4.46.2.3,1,Akshabeejadi,1,M18.14.0,1
N4.46.2.3,2,Amlant,1,S15.38,1
N4.46.2.3,3,Amlapitta Mishrana,1,V10.24,1
N4.46.2.3,4,Avipathi,1,B5,1
N4.46.2.3,5,Catramide,2,V2.0,4
N4.46.2.3,6,Catropa,1,MS G1.0,1
N4.46.2.3,7,Chandanadi Anjanam,1,V2.23,1
N4.46.2.3,8,Coligo,1,S18.1,2
N4.46.2.3,9,Corina,1,N4.46.2.4,1
N4.46.2.3,10,Curfinal,1,N4.0,1
N4.46.2.3,11,Darsana,3,N4.46.2.3,9
N4.46.2.3,12,Dasamoolakaduthrayam,1,S0.0,1
N4.46.2.3,13,Eye Plus,1,N2.21.0,2
N4.46.2.3,14,G T,1,K9.0,1
N4.46.2.3,15,Himcocid,1,P2.0,1
N4.46.2.3,16,Kanchanara Guggulu,1,A6.0,2
N4.46.2.3,17,Lo-Medus,1,S1A.4,1
N4.46.2.3,18,Malathyadi,1,M10.1,1
N4.46.2.3,19,Manoll Malt,1,M10.2,1
N4.46.2.3,20,Mukulanjanam,2,S16.0,1
N4.46.2.3,21,Nalikeranjanam,3,M2.0,1
N4.46.2.3,22,Nethramrutham,1,V2.63,1
N4.46.2.3,23,Prasarini,1,M18.9.8,1
N4.46.2.3,24,Pyroflex Gel,1,S14.0,1
N4.46.2.3,25,Saptamrut Loha,1,G9.1,1
N4.46.2.3,26,Sheethasudha,1,N4.50.9,1
N4.46.2.3,27,Sudarshan Ghana,1,N4.25,1
N4.46.2.3,28,Sunetra,2,N4.35,1
N4.46.2.3,29,Thaleesapatradi,1,,
N4.46.2.3,30,Triphala Guggulu,2,,
N4.46.2.3,31,Vinayakanjanam,1,,
N4.46.2.4,1,Chandanadi Anjanam,1,M18.14.0,1
N4.46.2.4,2,Lipomap,1,S15.38,1
N4.46.2.4,3,Liv 52 DS,1,V10.24,1
N4.46.2.4,4,Sunetra,1,B5,1
N4.46.2.4,5,Triphala Guggulu,1,V2.0,1
N4.46.2.4,6,,,MS G1.0,1
N4.46.2.4,7,,,V2.23,1
N4.46.2.4,8,,,S18.1,1
N4.46.2.4,9,,,N4.46.2.4,1
N4.46.2.4,10,,,N4.0,1
N4.46.2.4,11,,,N4.46.2.3,1
N4.46.2.4,12,,,S0.0,1
N4.46.2.4,13,,,N2.21.0,1
N4.46.2.4,14,,,K9.0,1
N4.46.2.5,1,Aswal Plus,1,S4.0,1
N4.46.2.5,2,Cervilon,1,V2.23,1
N4.46.2.5,3,Eye Plus,1,N4.46.2.5,1
N4.46.2.5,4,Nalikeranjanam,1,,
N4.46.2.5,5,Neuron,1,,
N4.46.2.5,6,Sahacharadi,1,,
N4.47.6,1,Abhyanga,1,M2.0,1
N4.47.6,2,Abhyanga-Shiro,1,N4.47.6,2
N4.47.6,3,Acupuncture,1,P5.0,1
N4.47.6,4,Catramide,1,V2.30,1
N4.47.6,5,Chandanadi Anjanam,1,V2.75,1
N4.47.6,6,Dhara-Kashaya-Netra,1,K10.52.8,1
N4.47.6,7,Dhoomapanam,1,,
N4.47.6,8,Diabecon DS,1,,
N4.47.6,9,Guduchi,1,,
N4.47.6,10,Kalasaakadi,1,,
N4.47.6,11,Kashaya,1,,
N4.47.6,12,Lakshadi,1,,
N4.47.6,13,Nasya,1,,
N4.47.6,14,Nethramrutham,1,,
N4.47.6,15,Nisa Amalaki,1,,
N4.47.6,16,Oushadha 2,1,,
N4.47.6,17,Oushadha 5,1,,
N4.47.6,18,Phanta,1,,
N4.47.6,19,Prabhanjanam,1,,
N4.47.6,20,Pravala,1,,
N4.47.6,21,Punarnavasavam,1,,
N4.47.6,22,Sameerapanchakam,1,,
N4.47.6,23,Shudha Guggulu,1,,
N4.47.6,24,Sweda-Putapakam-Netra,1,,
N4.47.6,25,Sweda-SSPS(Navara Kizhi)-Netra,1,,
N4.47.6,26,Tarpanam-Netra,1,,
N4.47.6,27,Thikthakam,1,,
N4.47.6,28,Vasant Kusumakar Plain,1,,
N4.47.6,29,Vasti-Anuvasana,1,,
N4.47.6,30,Vasti-Asthapana-Ksheera samamsa,1,,
N4.47.6,31,Vasti-Shiro,1,,
N4.47.6,32,Virechana-Nitya,1,,
N4.47.6,33,Yoga session,1,,
N4.47.7,1,Amrutharishtam,1,N4.47.7,1
N4.47.7,2,Arogyavardhini,1,S0.0,1
N4.47.7,3,Aschyotanam(Prakshalanam) + Bandhana - NETRA,1,M2.0,1
N4.47.7,4,Ashtavargam,1,,
N4.47.7,5,Chandraprabha,1,,
N4.47.7,6,Chinchadi,1,,
N4.47.7,7,Dhanwantaram (101) Gel,1,,
N4.47.7,8,Dhara-Dhanyamala-Sarvanga,1,,
N4.47.7,9,Dhara-Kashaya-Netra,1,,
N4.47.7,10,Dietetics Rounds,1,,
N4.47.7,11,Eye Plus,1,,
N4.47.7,12,Gandharvahastadi,1,,
N4.47.7,13,IHC Triphala,1,,
N4.47.7,14,Insulan-D,1,,
N4.47.7,15,Jatamayadi,1,,
N4.47.7,16,Kottamchukkadi,1,,
N4.47.7,17,Lepam Ekanga,1,,
N4.47.7,18,Lepam-Mastaka (Forehead),1,,
N4.47.7,19,Lepam-Mukha (Facial),1,,
N4.47.7,20,Mahavishagarba,1,,
N4.47.7,21,Mamejava Ghana,1,,
N4.47.7,22,Manasamithra,1,,
N4.47.7,23,Mehasree,1,,
N4.47.7,24,Mukkadi,1,,
N4.47.7,25,Nagaradi,1,,
N4.47.7,26,Nalikeranjanam,1,,
N4.47.7,27,Nasya-Pratimarsha,1,,
N4.47.7,28,Oil Application - Ekanga,1,,
N4.47.7,29,Oushadha 1,1,,
N4.47.7,30,Oushadha 3,1,,
N4.47.7,31,Oushadha 5,1,,
N4.47.7,32,Padabhyanga,1,,
N4.47.7,33,Paneeya,1,,
N4.47.7,34,Pichu-Netra,1,,
N4.47.7,35,Rasnaerandadi,1,,
N4.47.7,36,Seka-Netra,1,,
N4.47.7,37,Sinhanad Guggulu,1,,
N4.47.7,38,Sudarshan Ghana,1,,
N4.47.7,39,Sweda-CPS (Podikizhi)-Sarvanga,1,,
N4.47.7,40,Sweda-PPS (Eye),1,,
N4.47.7,41,Sweda-PPS(Elakizhi)-Ekanga,1,,
N4.47.7,42,Sweda-PPS-Sarvanga,1,,
N4.47.7,43,Trimpil,1,,
N4.47.7,44,Triphala Guggulu,1,,
N4.47.7,45,Triphala Guggulu DS,1,,
N4.47.7,46,Triphala,1,,
N4.47.7,47,Udwarthana (Ekanga),1,,
N4.47.7,48,Vasant Kusumakar Plain,1,,
N4.47.7,49,Vasti-Anuvasana,1,,
N4.47.7,50,Vasti-Asthapana-Kashaya,1,,
N4.47.7,51,Vidalaka-Netra,1,,
N4.47.7,52,Virechana-Nitya,1,,
N4.47.7,53,Vishamushti,1,,
N4.47.7,54,Yoga session,1,,
N4.47.7,55,Yogaraja Guggulu DS,1,,
N4.47.7,56,Yoni Pooranam,1,,
N4.49.0,1,Arnopen,1,A2.0,1
N4.49.0,2,Avipathi,1,P5.0,1
N4.49.0,3,Bala Thaila,1,V2.63,4
N4.49.0,4,Chinchadi,1,N4.49.0,4
N4.49.0,5,Flexy,1,M10.1,1
N4.49.0,6,G T,3,V2.56.0,1
N4.49.0,7,Gugguluthiktakam,1,MS M1.0,1
N4.49.0,8,IHC Bala,1,S13.11,1
N4.49.0,9,Kaisora Guggulu DS,1,,
N4.49.0,10,Karpasasthyadi,1,,
N4.49.0,11,Memorin,1,,
N4.49.0,12,Murivenna,2,,
N4.49.0,13,Nucart OA,1,,
N4.49.0,14,Protect D,1,,
N4.49.0,15,RasnaSapthakam,1,,
N4.49.0,16,Rasnayogaraja Guggulu,1,,
N4.49.0,17,Rumalaya Forte,1,,
N4.49.0,18,Trayodasanga Guggulu,1,,
N4.49.2,1,Abhyanga,1,N4.49.2,3
N4.49.2,2,Abhyanga-Ekanga,1,M10.1,1
N4.49.2,3,Akshabeejadi,1,M5.1,1
N4.49.2,4,Asana Eladi,1,V2.0,2
N4.49.2,5,Chitraka Hareethaki,1,V2.23,1
N4.49.2,6,Chyavanaprasam,1,N4.50.9,1
N4.49.2,7,Dhara-Takra-Shiro,1,V2.10,1
N4.49.2,8,Haridra Khandam,1,V2.36,1
N4.49.2,9,Histantin,1,O1.3,1
N4.49.2,10,I Tone,1,N4.0,1
N4.49.2,11,Jeerakadhyarishtam,1,S2.0,1
N4.49.2,12,Mahasapthamruthaloham,1,N2.21.7,1
N4.49.2,13,Mahayogaraj Guggulu,1,N2.21.2,1
N4.49.2,14,Navaka Guggulu,1,K2.1,1
N4.49.2,15,Panchamrita Loha Guggulu,1,K3.0,1
N4.49.2,16,Patola Katurobinyadi,1,V2.63,1
N4.49.2,17,Sweda-Bashpa(Steam Bath),1,,
N4.49.2,18,Udwarthana (Sarvanga),1,,
N4.49.2,19,Vinayakanjanam,1,,
N4.49.2,20,Yoga session,1,,
N4.49.5,1,Ashwagandha,1,V2.23,1
N4.49.5,2,Nethramrutham,1,S14.21,1
N4.49.5,3,Panchajeera,1,N4.49.5,1
N4.49.5,4,Sunetra,1,S13.11,1
N4.49.5,5,,,MS G1.0,1
N4.50.0,1,Abhyanga,1,B3.0,1
N4.50.0,2,Chinchadi,1,N4.50.0,1
N4.50.0,3,Gandharvahastadi,1,V5.1,1
N4.50.0,4,Mahasapthamruthaloham,1,N4.0,1
N4.50.0,5,Ashwagandha,1,V2.10,1
N4.50.0,6,,,N4.23,1
N4.50.0,7,,,A2.0,1
N4.50.0,8,,,A3.0,1
N4.50.0,9,,,MS G1.0,1
N4.50.0,10,,,V2.63,1
N4.50.1.0,1,Cardospa,1,S10.5,1
N4.50.1.0,2,,,S18.0,1
N4.50.1.0,3,,,N4.50.1.0,1
N4.50.1.5,1,Cephagarine,1,J1.0,1
N4.50.1.5,2,Chandanadi Anjanam,1,B1.34,1
N4.50.1.5,3,Eye Plus,5,V5.1,1
N4.50.1.5,4,Gasex,1,Y1,1
N4.50.1.5,5,Haridra Khandam,1,K1.0,1
