season,Code,description,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
01 Vasant Rutu,V2.53,Vaatavyaadhi - Paadadaaha,,,,,,,1,1
01 Vasant Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,,,,,,1,1,
01 Vasant Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,,,1,4,14,15,21,18
01 Vasant Rutu,V2.57,Vaatavyaadhi - Pangutva,,,,1,,,1,1
01 Vasant Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,,,,,3,,1,1
01 Vasant Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,,,2,137,180,250,273,254
01 Vasant Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,,,,2,1,1,,1
01 Vasant Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,,,,2,2,,2,1
01 Vasant Rutu,V2.7,Vaatavyaadhi - Ardita,,,,1,,1,2,1
01 Vasant Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,,,,,1,,2,2
01 Vasant Rutu,V2.73,Vaatavyaadhi - Tvaggata Vaata,,,,,1,,,
01 Vasant Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,,,,,4,4,12,6
01 Vasant Rutu,V2.77,Vaatavyaadhi - Vishvaachee,,,,1,,,3,7
01 Vasant Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,,,,1,1,,2,
01 Vasant Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,,,,12,10,15,6,6
01 Vasant Rutu,V3.0,Vandhyatava,,,,,4,,,1
01 Vasant Rutu,V3.1,Vandhyatava - Kaka Vandya,,,,,,,1,2
01 Vasant Rutu,V3.2,Vandhyatava - Vandya,,,,,,,1,
01 Vasant Rutu,V5.0,Vibandha,,,,,2,2,5,4
01 Vasant Rutu,V5.1,Vibandha - Mala Vibandha,,,,2,1,7,8,4
01 Vasant Rutu,V6.0,Vidradhi,,,,1,,1,2,2
01 Vasant Rutu,V6.21,Vidradhi - Vrikkagata,,,,,,,,1
01 Vasant Rutu,V9.0,Visarpa,,,,2,2,2,1,
01 Vasant Rutu,Y1,Yakrit Dosha,,,1,4,6,5,5,5
01 Vasant Rutu,Y8.13,Yonivyaapad - Pariplutaa,,,,,,,1,
01 Vasant Rutu,k12.0,Kushtha,,,,14,20,21,17,10
01 Vasant Rutu,k12.10,Kushtha-mandala,,,,,,,,1
01 Vasant Rutu,k12.15,Kushtha-sidhma,,,,,1,,,
01 Vasant Rutu,k12.16,Kushtha-vicharchika,,,1,1,2,,2,
01 Vasant Rutu,k12.17,Kushtha-vipadika,,,,2,,,4,1
01 Vasant Rutu,k12.3,Kushtha-charmadala,,,,1,,,,
01 Vasant Rutu,k12.5,Kushtha-dadru,,,,,,1,,
01 Vasant Rutu,k12.6,Kushtha-ekakushta,,,,,,,,1
01 Vasant Rutu,k12.9,Kushtha-kitibha,,,,7,3,1,5,2
01 Vasant Rutu,k8.0,Kshaya,,,,,1,,,
02 Grishma Rutu,A1.0,Aamadosha,,,,2,1,2,3,1
02 Grishma Rutu,A11.0,Arshas,,,8,5,5,8,2,5
02 Grishma Rutu,A11.1,Arsha - Charmakeela,,,,,,,1,
02 Grishma Rutu,A11.18,Arsha - Yonija Arsha,,,1,,,,,
02 Grishma Rutu,A11.2,Arsha - Kapha Pittaja Arsha,,,,,,,,1
02 Grishma Rutu,A11.4,Ashmaree - Sharkaraa,,,1,,,,,
02 Grishma Rutu,A12.0,Artava Vyapad,,,2,4,5,6,11,2
02 Grishma Rutu,A12.1,Artava Vyapad - Anartava,,,,1,2,1,1,
02 Grishma Rutu,A12.10,Artava Vyapad - Artava Kshaya,,,,,,,,5
02 Grishma Rutu,A12.11,ARTAVA VYAPAD - Pushpaghni Jataharini,,,,,,,,3
02 Grishma Rutu,A12.4,Artava Vyapad - Ksheenartava,,,,,,,1,1
02 Grishma Rutu,A13.0,Ashmaree,,,3,,3,2,3,4
02 Grishma Rutu,A13.2,Ashmaree - Pittaja,,,,1,,2,,3
02 Grishma Rutu,A14.0,Asragdhara,,,,,1,,,
02 Grishma Rutu,A16.0,Atisaara,,,1,3,2,3,2,
02 Grishma Rutu,A17.0,Aatopa,,,,,,,,1
02 Grishma Rutu,A2.0,Aamavaata,,,29,35,61,65,82,80
02 Grishma Rutu,A2.1,Aamavaata - Kaphaja,,,,,,1,,
02 Grishma Rutu,A2.2,Aamavaata - Pittaja,,,1,1,,1,,
02 Grishma Rutu,A2.3,Aamavaata - Vaataja,,,4,2,1,,,2
02 Grishma Rutu,A3.0,Abhighataja Shoola,,,42,27,17,17,42,35
02 Grishma Rutu,A4.0,Agnimaandya,,,,1,,,4,
02 Grishma Rutu,A5.0,Ajeerna,,,1,6,5,,2,5
02 Grishma Rutu,A5.1,Ajeerna- vidagdhajeerna,,,,,,1,1,
02 Grishma Rutu,A5.3,Ajeerna-vishtabdhajeerna,,,1,2,1,,1,
02 Grishma Rutu,A6.0,Amlapitta,,,14,7,35,42,42,37
02 Grishma Rutu,A6.2,Amlapitta-Urdhwaga,,,2,2,1,2,2,2
02 Grishma Rutu,A7.0,Anaha,,,1,1,1,3,2,1
02 Grishma Rutu,A7A.0,Anidra,,,,,3,1,3,
02 Grishma Rutu,A8.0,Apasmaara,,,,1,1,3,3,2
02 Grishma Rutu,A9.0,Arbuda,,,1,,1,,2,4
02 Grishma Rutu,A9.1,Arbuda - Kaphaja,,,,,,,,1
02 Grishma Rutu,A9.2,Arbuda - Maamsaja,,,,,,1,,2
02 Grishma Rutu,Anidra,A7A.0,,,,,,,1,
02 Grishma Rutu,B1.0,Baala Roga,,,,,,1,1,
02 Grishma Rutu,B1.14,Baala Roga - Baala Shosha,,,,,1,,,
02 Grishma Rutu,B1.2,Baala Roga -  Buddhi Mandya – Manamandata,,,,,,,1,
02 Grishma Rutu,B1.3,Baala Roga -  Galashundika,,,,1,,,,
02 Grishma Rutu,B1.34,Baala Roga - Krimi Roga,,,1,,,,,
02 Grishma Rutu,B1.9,Baala Roga -  Samvardana Vikara,,,1,1,,1,4,
02 Grishma Rutu,B2.0,Bhagandara,,,,1,,3,2,2
02 Grishma Rutu,B2.1,Bhagandara - Arsho Bhagandara,,,1,,,,,1
02 Grishma Rutu,B3.0,Bhagna,,,6,1,6,3,7,3
02 Grishma Rutu,B3.1.2,Bhagna - Kaanda Bhagna - Asthichhallaka Kaanda Bhagna,,,,,1,,,
02 Grishma Rutu,B3.2.0,Bhagna - Sandhimukta Bhagna,,,,,1,,,
02 Grishma Rutu,B5,Bhrama,,,1,2,1,5,3,7
02 Grishma Rutu,C1.0,Chhardi,,,,1,,,,
02 Grishma Rutu,D0.0,Daaha,,,1,,1,,,
02 Grishma Rutu,D0.8,Daaha - Sthaanabhedena - Paada Daaha,,,,,1,,2,
02 Grishma Rutu,D1.0,Dourbalya,,,,6,1,2,5,1
02 Grishma Rutu,G10.0,Guda Roga,,,2,,,,,
02 Grishma Rutu,G13.0,Gulma,,,1,,1,1,2,1
02 Grishma Rutu,G4.0,Garbhasrava,,,,,,1,,
02 Grishma Rutu,G5.0,Garbhavrudhi,,,,,,1,,
02 Grishma Rutu,G6.0,Garbhini,,,,,,3,7,
02 Grishma Rutu,G6.2,Garbhini - jwara,,,,,,,1,
02 Grishma Rutu,G6.4,Garbhini - pandu,,,,1,,,,
02 Grishma Rutu,G8.0,Grahanee,,,3,1,9,5,5,1
02 Grishma Rutu,G8.2,Grahanee-pittaj,,,,,,,1,
02 Grishma Rutu,G8.5,Grahanee-Vataj,,,,,,,1,1
02 Grishma Rutu,G9.0,Granthi,,,,1,1,4,4,1
02 Grishma Rutu,G9.1,Granthi - Asthi Granthi,,,,,,1,1,
02 Grishma Rutu,G9.10,Granthi (Garbhashaya),,,,,1,,,
02 Grishma Rutu,G9.11,GRANTHI - BEEJAKOSHA,,,,,,,,1
02 Grishma Rutu,G9.3,Granthi - Maamsaja Granthi,,,,,,5,1,
02 Grishma Rutu,G9.4,Granthi - Medoja Granthi,,,,,,1,1,
02 Grishma Rutu,G9.6,Granthi - Raktaja Granthi,,,,,1,,,
02 Grishma Rutu,G9.7,Granthi - Siraa Granthi,,,1,10,14,19,20,11
02 Grishma Rutu,G9.9,Granthi - Vranaja Granthi,,,,,,,,1
02 Grishma Rutu,H2.0,Hridroga,,,,4,4,9,10,6
02 Grishma Rutu,H2.5,Hridroga - Vaataja Hridroga,,,,,,,,1
02 Grishma Rutu,J1.0,Jwara,,,2,5,3,2,1,2
02 Grishma Rutu,J1.6,Jvara-vishama,,,1,,,,,
02 Grishma Rutu,K1.0,Kaamalaa,,,2,1,,,,1
02 Grishma Rutu,K10.10,Kshudra Roga - Charmakeela,,,,,,,,1
02 Grishma Rutu,K10.23,Kshudra Roga - Kadara,,,,2,2,1,1,
02 Grishma Rutu,K10.28,Kshudra Roga - Kunakha,,,,,1,2,1,1
02 Grishma Rutu,K10.29,Kshudra Roga - Khalitya,,,2,2,1,,2,5
02 Grishma Rutu,K10.32,Kshudra Roga - Mukhadooshikaa,,,,,,1,,
02 Grishma Rutu,K10.37.3,Kshudra Roga - Padminikantaka,,,,,1,,,
02 Grishma Rutu,K10.38,Kshudra Roga - Parivartikaa,,,1,,,,,
02 Grishma Rutu,K10.38A,Kshudra Roga - Parikartikaa,,,,2,1,7,4,6
02 Grishma Rutu,K10.38B,Kshudra Roga - Parivartikaa,,,,,,,1,
02 Grishma Rutu,K10.43,Kshudra Roga - Sanniruddha Guda,,,,1,,,,
02 Grishma Rutu,K10.52.0,Kshudra Roga - Vyanga,,,1,,,,,
02 Grishma Rutu,K10.52.8,Kshudra Roga - Vaatakantaka,,,,1,,,3,1
02 Grishma Rutu,K2.0,Kaasa,,,7,6,5,14,10,13
02 Grishma Rutu,K2.1,Kaasa- kapha,,,1,1,1,1,,
02 Grishma Rutu,K2.5,Kaasa- vata,,,,,1,3,1,1
02 Grishma Rutu,K3.0,Kandoo,,,3,1,1,3,8,1
02 Grishma Rutu,K3.1,Kandoo - Guda Kandoo,,,,,1,,,
02 Grishma Rutu,K4.0,Karna Roga,,,1,1,3,1,,
02 Grishma Rutu,K4.1,Karna Roga - Karna   Pooyasraava,,,2,,,,,
02 Grishma Rutu,K4.10,Karna Roga - Karnabaadhirya - Kaphaanubandha,,,,,,,,2
02 Grishma Rutu,K4.11,Karna Roga - Karnabaadhirya - Shuddha Vaataja,,,,,,2,,
02 Grishma Rutu,K4.13,Karna Roga - Karnakandoo,,,,,,,1,1
02 Grishma Rutu,K4.14,Karna Roga - Karnakshveda,,,1,,,1,1,2
02 Grishma Rutu,K4.19,Karna Roga - Karnashoola,,,,,,2,,
02 Grishma Rutu,K4.21,Karna Roga - Karnasraava,,,,,1,,,2
02 Grishma Rutu,K4.6,Karna Roga - Karna Vidradhi,,,,,,,,1
02 Grishma Rutu,K4.9,Karna Roga - Karnabaadhirya,,,2,,3,,2,
02 Grishma Rutu,K5.0,Khalitya,,,1,,,,,
02 Grishma Rutu,K6.0,Klaibya,,,,,1,,,
02 Grishma Rutu,K6.2,Klaibya - Beejopaghaataja,,,,,,1,,
02 Grishma Rutu,K6.4,Klaibya - Dvajabhangaja,,,,,,,,1
02 Grishma Rutu,K7.0,Klama,,,,,3,,1,
02 Grishma Rutu,K7a.0,Kotha,,,,1,,,,1
02 Grishma Rutu,K9.0,Kshudra Roga,,,,3,4,6,8,6
02 Grishma Rutu,K9.4,Kshudra Roga - Alajee,,,,,1,1,1,
02 Grishma Rutu,M1.1,Madaatyaya - Pittaja,,,,,,1,,
02 Grishma Rutu,M10.0,Medoroga,,,4,6,12,3,3,3
02 Grishma Rutu,M10.1,Medoroga - Sthula medho roga,,,9,28,36,43,22,14
02 Grishma Rutu,M10.2,Medoroga - Sukshma medho roga,,,2,4,9,10,13,14
02 Grishma Rutu,M12.0,Mootra Dosha,,,,,1,1,1,1
02 Grishma Rutu,M13.0,Mootra Roga,,,2,1,2,9,2,6
02 Grishma Rutu,M14.0,Mootra Roga - Mootraaghaata,,,,,1,,,
02 Grishma Rutu,M14.14,Mootra Roga - Mootraaghaata - Ushnavaata,,,,,,,1,
02 Grishma Rutu,M14.15,Mootra Roga - Mootraaghaata - Vaataashthilaa,,,2,,,,,
02 Grishma Rutu,M14.5,Mootra Roga - Mootraaghaata - Mootragranthi,,,,,,,1,
02 Grishma Rutu,M16.0,Mootra Roga - Mootrakrichchhra,,,2,1,3,,4,3
02 Grishma Rutu,M16.9,Mootra Roga - Mootrakrichchhra - Vaataja Mootrakrichchhra,,,,,1,1,,
02 Grishma Rutu,M18.0,Mukha Roga  - Mukha Shosha,,,,,,1,,
02 Grishma Rutu,M18.10.10,Mukha Roga - Dantamoolagata Roga - Sheetaada,,,,,,1,,1
02 Grishma Rutu,M18.10.12,Mukha Roga - Dantamoolagata Roga - Upakusha,,,,,,1,,
02 Grishma Rutu,M18.10.8,Mukha Roga - Dantamoolagata Roga - Mahaasushira,,,,,,1,,
02 Grishma Rutu,M18.11.0,Mukha Roga - Galagata Roga,,,,1,2,2,4,4
02 Grishma Rutu,M18.11.10,Mukha Roga - Galagata Roga - Gandamaalaa,,,,,,,,2
02 Grishma Rutu,M18.11.2,Mukha Roga - Galagata Roga - Galaganda,,,2,2,2,3,9,4
02 Grishma Rutu,M18.11.4,Mukha Roga - Galagata Roga - Galapaaka,,,,,,1,,1
02 Grishma Rutu,M18.11.9,Mukha Roga - Galagata Roga - Tundikeree,,,,,,1,1,
02 Grishma Rutu,M18.12.0,Mukha Roga - Gandagata Roga,,,,,1,,,
02 Grishma Rutu,M18.13.2,Mukha Roga - Jihvaagata Roga  - Jihvaa Paaka,,,,,,,1,
02 Grishma Rutu,M18.14.0,Mukha Roga - Kanthagata Roga,,,,,,1,1,
02 Grishma Rutu,M18.14.17,Mukha Roga - Kanthagata Roga - Svaraghna,,,,,,,,1
02 Grishma Rutu,M18.19.4,Mukha Roga - Sarvagata - Mukhapaaka,,,,2,,,,
02 Grishma Rutu,M18.3,Mukha Roga  - Mukhadaaha,,,1,,1,,,
02 Grishma Rutu,M18.9.0,Mukha Roga - Dantagata Roga,,,,,1,1,,3
02 Grishma Rutu,M18.9.1,Mukha Roga - Dantagata Roga  - Danta Daurbalya,,,,,,,,5
02 Grishma Rutu,M18.9.11,Mukha Roga - Dantagata Roga - Bhanjanaka,,,,1,,,,
02 Grishma Rutu,M18.9.15,Mukha Roga - Dantagata Roga - Dantaharsha,,,,,,,,1
02 Grishma Rutu,M18.9.2,Mukha Roga - Dantagata Roga  - Danta Maamsa Kandoo,,,,,,,,5
02 Grishma Rutu,M18.9.3,Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka,,,,,,,1,4
02 Grishma Rutu,M18.9.4,Mukha Roga - Dantagata Roga  - Danta Maamsa Shoola,,,,,,,,1
02 Grishma Rutu,M2.0,Madhumeha,,,28,10,21,102,193,170
02 Grishma Rutu,M5.0,Maanasa Roga,,,2,1,2,2,3,2
02 Grishma Rutu,M5.1,Maanasa Roga - Vishada,,,,2,3,,3,1
02 Grishma Rutu,M5.3,Smriti Bhrmsha,,,1,1,,3,3,1
02 Grishma Rutu,M6.0,Marma Viddha,,,,,2,3,,
02 Grishma Rutu,M6.16,Marma Viddha - Jaanu Viddha,,,,1,,1,,
02 Grishma Rutu,M6.27,Marma Viddha - Maamsa Viddha,,,,,1,2,1,
02 Grishma Rutu,M6.3,Marma Viddha - Amsa Viddha,,,,,,1,,
02 Grishma Rutu,M6.33,Marma Viddha - Nitamba Viddha,,,,1,,,,
02 Grishma Rutu,M6.38,Marma Viddha - Sandhi Viddha,,,,,,1,,2
02 Grishma Rutu,M6.43,Marma Viddha - Snaayu Viddha,,,,2,2,2,6,5
02 Grishma Rutu,M6.8,Marma Viddha - Asthimarma Viddha,,,,,3,1,,
02 Grishma Rutu,M7.3,Masanumasika Dviteeya,,,,1,,,,
02 Grishma Rutu,M9.0,Medhra Roga,,,,,,,,1
02 Grishma Rutu,MS G1.0,Greeva Graha,,,6,28,33,23,31,53
02 Grishma Rutu,MS M1.0,Mutrashteela,,,1,1,,4,7,3
02 Grishma Rutu,MS R1,Raktachapa,,,,8,9,8,8,8
02 Grishma Rutu,MS T1.0,Twak Vivarnya,,,1,1,,3,6,
02 Grishma Rutu,N1.0,Naadee Vrana,,,,,1,,,
02 Grishma Rutu,N1.1,Naadee Vrana - Kaphaja,,,,,1,,,
02 Grishma Rutu,N1.4,Naadee Vrana - Shalyaja,,,,,,,,1
02 Grishma Rutu,N2.0,Naasaa Roga,,,1,,,,,1
02 Grishma Rutu,N2.1,Naasaa Roga -  Naasaavarodha,,,,,,,1,
02 Grishma Rutu,N2.11,Naasaa Roga - Naasaa Sraava,,,,,,,,1
02 Grishma Rutu,N2.18,Naasaa Roga - Peenasa,,,2,1,3,9,11,5
02 Grishma Rutu,N2.2,Naasaa Roga - Apeenasa,,,,,,1,,
02 Grishma Rutu,N2.21.0,Naasaa Roga - Pratishyaaya,,,9,2,8,4,4,4
02 Grishma Rutu,N2.21.1,Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,,,,,1,1,,2
02 Grishma Rutu,N2.21.2,Naasaa Roga - Pratishyaaya - Kaphaja Pratishyaaya,,,,,,,1,
02 Grishma Rutu,N2.21.3,Naasaa Roga - Pratishyaaya - Pittaja Pratishyaaya,,,,1,,,1,
02 Grishma Rutu,N2.21.7,Naasaa Roga - Pratishyaaya - Vaataja Pratishyaaya,,,,,,2,,
02 Grishma Rutu,N2.9,Naasaa Roga - Kshavathu,,,,,,1,1,
02 Grishma Rutu,N3.13,Napumsakatva - Shandha,,,,1,,,,
02 Grishma Rutu,N4.0,Netra Roga,,,,7,29,12,33,15
02 Grishma Rutu,N4.1,Netra Roga - Abhishyanda,,,,,,,1,
02 Grishma Rutu,N4.10,Netra Roga - Gharsha,,,,,,,,1
02 Grishma Rutu,N4.12,Netra Roga - Kandoo,,,,,,,2,
02 Grishma Rutu,N4.13,Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,,,,,,,2,
02 Grishma Rutu,N4.17,Netra Roga - Masoorikaa,,,,,,,1,
02 Grishma Rutu,N4.19,Netra Roga - Netra Daaha,,,,,,,1,
02 Grishma Rutu,N4.23,Netra Roga - Netra Raajee,,,,,,1,,1
02 Grishma Rutu,N4.25,Netra Roga - Netra Sraava,,,,,,,2,2
02 Grishma Rutu,N4.27,Netra Roga - Paichchhilya,,,,,,,,1
02 Grishma Rutu,N4.35,Netra Roga - Triteeya Patalagata Timira,,,,,,,1,7
02 Grishma Rutu,N4.4,Netra Roga  - Alpashopha Akshipaaka,,,,,,,1,2
02 Grishma Rutu,N4.40.10,Netra Roga - Drishtigata - Kaacha Roga - Pittaja,,,,,,,1,
02 Grishma Rutu,N4.40.20.0,Netra Roga - Drishtigata - Timira,,,,,,2,1,
02 Grishma Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,,,,,,,1,
02 Grishma Rutu,N4.40.20.3,Netra Roga - Drishtigata - Timira - Raktaja Timira,,,,,,1,,
02 Grishma Rutu,N4.40.5,Netra Roga - Drishtigata - Doshaandhya,,,,,,,,1
02 Grishma Rutu,N4.40.9,Netra Roga - Drishtigata - Kaacha Roga - Kaphaja,,,,,,,1,
02 Grishma Rutu,N4.45,Netra Roga - Raktaja,,,,,,1,,
02 Grishma Rutu,N4.46.2.0,Netra Roga - Shuklagata - Arma,,,,,2,,,
02 Grishma Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,,,,,,2,,
02 Grishma Rutu,N4.49.0,Netra Roga - Sandhigata,,,,,1,,,
02 Grishma Rutu,N4.50.1.5,Netra Roga - Sarvagata - Abhishyanda - Vaataja Abhishyanda,,,,,,,,1
02 Grishma Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,,,,,,,2,2
02 Grishma Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,,,,,,,,3
02 Grishma Rutu,N4.53.11,Netra Roga - Vartmagata - Krichchhronmeelana,,,,,,,1,
02 Grishma Rutu,N4.53.13.1,Netra Roga - Vartmagata - Kumbheekaa - Atilikhita Vartma,,,,,1,,,
02 Grishma Rutu,N4.54.14,Netra Roga - Vartmagata - Lagana,,,,,,,1,
02 Grishma Rutu,N4.54.15,Netra Roga - Vartmagata - Nimesha,,,,,,1,,
02 Grishma Rutu,N4.55.31,Netra Roga - Vartmagata - Vaatahata,,,,,,,,2
02 Grishma Rutu,N4.6,Netra Roga - Ashrusraava,,,,,,,1,
02 Grishma Rutu,N5.0,Nidra Viparyaya / Nidra Bhanga,,,,,,,,1
02 Grishma Rutu,O1.0,Ojavikriti,,,,1,,1,,
02 Grishma Rutu,O1.2,Ojavikriti - Ojakshaya,,,2,,,1,,
02 Grishma Rutu,O1.4,Ojavikriti - Ojovisramsa,,,,,3,,2,1
02 Grishma Rutu,P2.0,Pandu,,,3,2,3,,4,1
02 Grishma Rutu,P3.0,Pidaka,,,,1,,,1,
02 Grishma Rutu,P5.0,Prameha,,,43,58,115,109,123,57
02 Grishma Rutu,P5.2,Prameha - Pidaka,,,3,,1,2,1,
02 Grishma Rutu,P5.3,Prameha - Sthula,,,1,7,2,,,
02 Grishma Rutu,P5.4,Prameha - Upadrava,,,4,14,10,5,6,2
02 Grishma Rutu,P5.5,Pramehajanya - Netraroga,,,,,,1,,6
02 Grishma Rutu,R2.0,Raktapitta,,,,1,,2,1,1
02 Grishma Rutu,S0.0,Saamavata,,,,,,3,7,6
02 Grishma Rutu,S1.0,Sheetapitta,,,1,4,2,1,2,5
02 Grishma Rutu,S10.1,Stambha - Baahu Stambha,,,,1,,,,
02 Grishma Rutu,S10.4,Stambha - Greevaa Stambha,,,,2,1,1,2,5
02 Grishma Rutu,S10.5,Stambha - Hanu Stambha,,,,,,,1,2
02 Grishma Rutu,S11.0,stanya roga,,,,1,,,,
02 Grishma Rutu,S13.0,Sthaanabhedena Graha,,,1,,,,1,
02 Grishma Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,,,11,18,33,54,62,48
02 Grishma Rutu,S13.13,Sthaanabhedena Graha - Manyaa Graha,,,17,,,,,
02 Grishma Rutu,S13.14,Sthaanabhedena Graha - Marma Graha,,,,,,1,,
02 Grishma Rutu,S13.17,Sthaanabhedena Graha - Paada Graha,,,,,1,,,
02 Grishma Rutu,S13.19,Sthaanabhedena Graha - Prishtha Graha,,,,1,8,9,6,6
02 Grishma Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,,,,,1,2,4,
02 Grishma Rutu,S13.3,Sthaanabhedena Graha - Gala Graha,,,1,,,,,1
02 Grishma Rutu,S13.6,Sthaanabhedena Graha - Hrid Graha,,,,1,,,,
02 Grishma Rutu,S13.7,Sthaanabhedena Graha - Jaanugraha,,,,1,,1,,
02 Grishma Rutu,S14.0,Sthaanabhedena Shoola,,,30,17,15,7,22,44
02 Grishma Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,,,,1,1,,5,1
02 Grishma Rutu,S14.11,Sthaanabhedena Shoola - Guda Shoola,,,1,,,,,
02 Grishma Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,,,1,,,1,7,3
02 Grishma Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,,,,,1,,1,1
02 Grishma Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,,,3,17,8,13,2,6
02 Grishma Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,,,1,2,,,1,2
02 Grishma Rutu,S14.2,Sthaanabhedena Shoola - Aantra Shoola,,,,,,1,1,1
02 Grishma Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,,,30,39,63,45,40,94
02 Grishma Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,,,,2,,1,,5
02 Grishma Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,,,6,,,,1,2
02 Grishma Rutu,S14.3,Sthaanabhedena Shoola - Amsa Shoola,,,,6,12,1,1,2
02 Grishma Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,,,,1,6,,2,
02 Grishma Rutu,S14.5,Sthaanabhedena Shoola - Anguli Shoola,,,,3,,,,
02 Grishma Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,,,,1,3,,2,
02 Grishma Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,,,15,8,5,8,23,5
02 Grishma Rutu,S15.28,Sthaanabhedena Shoola - Nakha Shoola,,,,,1,,,
02 Grishma Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,,,,2,2,2,6,4
02 Grishma Rutu,S15.33,Sthaanabhedena Shoola - Pakvaashaya Shoola,,,,1,,,,
02 Grishma Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,,,6,2,3,2,2,1
02 Grishma Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,,,1,1,3,,,1
02 Grishma Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,,,1,,,2,,
02 Grishma Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,,,4,4,1,,2,3
02 Grishma Rutu,S15.44,Sthaanabhedena Shoola - Snaayu Shoola,,,,,1,,,
02 Grishma Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,,,1,,,,,1
02 Grishma Rutu,S16.0,Sthaulya,,1,53,6,33,41,74,46
02 Grishma Rutu,S16.1,Stree Roga,,,,1,4,4,5,2
02 Grishma Rutu,S16.10,Stree Roga - Shvetapradara,,,,1,3,1,2,2
02 Grishma Rutu,S16.12,Stree Roga - Yonigata Sraava,,,1,,,,,
02 Grishma Rutu,S16.19.0,Stree Roga - Rajo Dushti,,,1,,,,3,
02 Grishma Rutu,S16.20.0,Stree Roga - Raktapradara,,,1,,4,1,3,4
02 Grishma Rutu,S16.20.7,STREEROGA - RAJONIVRITHI,,,,,,,,1
02 Grishma Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,,,,,,,,4
02 Grishma Rutu,S16.21.0,Stree Roga - Sootikaa Roga,,,1,,,,2,
02 Grishma Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,,,,,,,,1
02 Grishma Rutu,S16.22,Stree Roga - Stana Roga,,,1,,,,1,1
02 Grishma Rutu,S16.29.1,Stree Roga - Yoni Kandoo,,,,,1,,2,
02 Grishma Rutu,S16.30.0,Stree Roga - Yonivyaapad,,,1,,,1,,
02 Grishma Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,,,2,,,,,
02 Grishma Rutu,S16.30.12,Stree Roga - Yonivyaapad - Mahaayoni,,,,,,,,2
02 Grishma Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,,,1,,,,1,2
02 Grishma Rutu,S16.30.14,Stree Roga - Yonivyaapad - Phalinee / Andalee,,,,1,,,,
02 Grishma Rutu,S16.30.22,Stree Roga - Yonivyaapad - Sramsinee,,,,,,,1,1
02 Grishma Rutu,S16.30.26,Stree Roga - Yonivyaapad - Vaatalaa,,,,1,,,,1
02 Grishma Rutu,S16.30.9,Stree Roga - Yonivyaapad - Kaphajaa,,,,,,,,3
02 Grishma Rutu,S16.9,Stree Roga - Raja Kshaya,,,,1,,,,
02 Grishma Rutu,S17.0,Supti,,,3,,2,,5,6
02 Grishma Rutu,S17.1,Supti - Paada Supti,,,1,,3,1,1,
02 Grishma Rutu,S18.0,Swastha,,,,,8,5,13,3
02 Grishma Rutu,S18.1,Swaasthya Pareeksha,,,,,1,3,2,5
02 Grishma Rutu,S1A.0,Shoola,,,,1,2,1,1,1
02 Grishma Rutu,S2.0,Shiroroga,,,2,,,,,1
