season,Code,description,cnt
03 Varsha Rutu,M18.9.2,Mukha Roga - Dantagata Roga  - Danta Maamsa Kandoo,22
03 Varsha Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,22
03 Varsha Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,21
03 Varsha Rutu,A6.2,Amlapitta-Urdhwaga,19
03 Varsha Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,19
03 Varsha Rutu,B5,Bhrama,18
03 Varsha Rutu,K10.38A,Kshudra Roga - Parikartikaa,18
03 Varsha Rutu,S0.0,Saamavata,18
03 Varsha Rutu,V2.77,Vaatavyaadhi - Vishvaachee,18
03 Varsha Rutu,M13.0,Mootra Roga,17
03 Varsha Rutu,Y1,Yakrit Dosha,17
03 Varsha Rutu,k12.9,Kushtha-kitibha,17
03 Varsha Rutu,A16.0,Atisaara,16
03 Varsha Rutu,D1.0,Dourbalya,16
03 Varsha Rutu,S1.0,Sheetapitta,16
03 Varsha Rutu,A13.0,Ashmaree,15
03 Varsha Rutu,G9.0,Granthi,15
03 Varsha Rutu,S14.3,Sthaanabhedena Shoola - Amsa Shoola,15
03 Varsha Rutu,V2.30,Vaatavyaadhi - Jaanugata Vaata,15
03 Varsha Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,15
03 Varsha Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,15
03 Varsha Rutu,G8.0,Grahanee,14
03 Varsha Rutu,K3.0,Kandoo,14
03 Varsha Rutu,N4.35,Netra Roga - Triteeya Patalagata Timira,14
03 Varsha Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,14
03 Varsha Rutu,V5.0,Vibandha,14
03 Varsha Rutu,MS T1.0,Twak Vivarnya,13
03 Varsha Rutu,P2.0,Pandu,13
03 Varsha Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,13
03 Varsha Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,13
03 Varsha Rutu,S3.3,Shrama,13
03 Varsha Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,13
03 Varsha Rutu,A2.3,Aamavaata - Vaataja,12
03 Varsha Rutu,A9.0,Arbuda,12
03 Varsha Rutu,K2.1,Kaasa- kapha,12
03 Varsha Rutu,M16.0,Mootra Roga - Mootrakrichchhra,12
03 Varsha Rutu,M18.11.0,Mukha Roga - Galagata Roga,12
03 Varsha Rutu,A7.0,Anaha,11
03 Varsha Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,11
03 Varsha Rutu,S16.10,Stree Roga - Shvetapradara,11
03 Varsha Rutu,S17.0,Supti,11
03 Varsha Rutu,k12.16,Kushtha-vicharchika,11
03 Varsha Rutu,G6.0,Garbhini,10
03 Varsha Rutu,K10.29,Kshudra Roga - Khalitya,10
03 Varsha Rutu,M6.43,Marma Viddha - Snaayu Viddha,10
03 Varsha Rutu,O1.4,Ojavikriti - Ojovisramsa,10
03 Varsha Rutu,S2.14,Shiroroga - Ardhaavabhedaka,10
03 Varsha Rutu,V13.0,Vrana,10
03 Varsha Rutu,V13.3,Vrana - Dushta Vrana,10
03 Varsha Rutu,A5.0,Ajeerna,9
03 Varsha Rutu,A8.0,Apasmaara,9
03 Varsha Rutu,M18.9.0,Mukha Roga - Dantagata Roga,9
03 Varsha Rutu,P5.3,Prameha - Sthula,9
03 Varsha Rutu,S5.0,Shvitra,9
03 Varsha Rutu,A4.0,Agnimaandya,8
03 Varsha Rutu,M5.0,Maanasa Roga,8
03 Varsha Rutu,M5.1,Maanasa Roga - Vishada,8
03 Varsha Rutu,M5.3,Smriti Bhrmsha,8
03 Varsha Rutu,M6.0,Marma Viddha,8
03 Varsha Rutu,N2.21.1,Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,8
03 Varsha Rutu,N4.40.20.1,Netra Roga - Drishtigata - Timira - Kaphaja Timira,8
03 Varsha Rutu,P5.5,Pramehajanya - Netraroga,8
03 Varsha Rutu,S16.20.0,Stree Roga - Raktapradara,8
03 Varsha Rutu,S17.1,Supti - Paada Supti,8
03 Varsha Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,8
03 Varsha Rutu,V2.47,Vaatavyaadhi - Manyaastambha,8
03 Varsha Rutu,M1.0,Madaatyaya - Paramada,7
03 Varsha Rutu,S10.4,Stambha - Greevaa Stambha,7
03 Varsha Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,7
03 Varsha Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,7
03 Varsha Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,7
03 Varsha Rutu,U2.4,Udara- yakrut-pleeha,7
03 Varsha Rutu,A12.11,ARTAVA VYAPAD - Pushpaghni Jataharini,6
03 Varsha Rutu,A13.2,Ashmaree - Pittaja,6
03 Varsha Rutu,A2.1,Aamavaata - Kaphaja,6
03 Varsha Rutu,J1.6,Jvara-vishama,6
03 Varsha Rutu,K10.52.8,Kshudra Roga - Vaatakantaka,6
03 Varsha Rutu,K4.0,Karna Roga,6
03 Varsha Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,6
03 Varsha Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,6
03 Varsha Rutu,S1A.0,Shoola,6
03 Varsha Rutu,S4.4,Shvaasa-tamaka shvasa,6
03 Varsha Rutu,U1.0,Udaavarta,6
03 Varsha Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,6
03 Varsha Rutu,V2.7,Vaatavyaadhi - Ardita,6
03 Varsha Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,6
03 Varsha Rutu,V6.0,Vidradhi,6
03 Varsha Rutu,A7A.0,Anidra,5
03 Varsha Rutu,B2.0,Bhagandara,5
03 Varsha Rutu,G9.1,Granthi - Asthi Granthi,5
03 Varsha Rutu,G9.3,Granthi - Maamsaja Granthi,5
03 Varsha Rutu,K1.0,Kaamalaa,5
03 Varsha Rutu,K10.28,Kshudra Roga - Kunakha,5
03 Varsha Rutu,K2.5,Kaasa- vata,5
03 Varsha Rutu,M6.27,Marma Viddha - Maamsa Viddha,5
03 Varsha Rutu,N2.1,Naasaa Roga -  Naasaavarodha,5
03 Varsha Rutu,N2.21.2,Naasaa Roga - Pratishyaaya - Kaphaja Pratishyaaya,5
03 Varsha Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,5
03 Varsha Rutu,S14.15,Sthaanabhedena Shoola - Hasta Shoola,5
03 Varsha Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,5
03 Varsha Rutu,S2.0,Shiroroga,5
03 Varsha Rutu,V2.21,Vaatavyaadhi - Ekaangavaata,5
03 Varsha Rutu,V2.57,Vaatavyaadhi - Pangutva,5
03 Varsha Rutu,V9.0,Visarpa,5
03 Varsha Rutu,k12.17,Kushtha-vipadika,5
03 Varsha Rutu,k12.5,Kushtha-dadru,5
03 Varsha Rutu,Anidra,A7A.0,4
03 Varsha Rutu,B1.9,Baala Roga -  Samvardana Vikara,4
03 Varsha Rutu,G8.5,Grahanee-Vataj,4
03 Varsha Rutu,G9.4,Granthi - Medoja Granthi,4
03 Varsha Rutu,K10.23,Kshudra Roga - Kadara,4
03 Varsha Rutu,K4.11,Karna Roga - Karnabaadhirya - Shuddha Vaataja,4
03 Varsha Rutu,K4.21,Karna Roga - Karnasraava,4
03 Varsha Rutu,K7.0,Klama,4
03 Varsha Rutu,K9.4,Kshudra Roga - Alajee,4
03 Varsha Rutu,M12.0,Mootra Dosha,4
03 Varsha Rutu,M18.19.4,Mukha Roga - Sarvagata - Mukhapaaka,4
03 Varsha Rutu,M18.9.1,Mukha Roga - Dantagata Roga  - Danta Daurbalya,4
03 Varsha Rutu,N2.12,Naasaa Roga - Naasaanaaha,4
03 Varsha Rutu,P2.2,Pandu- pitta,4
03 Varsha Rutu,P3.0,Pidaka,4
03 Varsha Rutu,P5.1,Prameha - Krusha,4
03 Varsha Rutu,S16.22,Stree Roga - Stana Roga,4
03 Varsha Rutu,S16.29.1,Stree Roga - Yoni Kandoo,4
03 Varsha Rutu,S16.30.0,Stree Roga - Yonivyaapad,4
03 Varsha Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,4
03 Varsha Rutu,U4.0,Unmaada,4
03 Varsha Rutu,V1.5,Vaatarakta - Pittaadhika Vaatarakta,4
03 Varsha Rutu,V3.0,Vandhyatava,4
03 Varsha Rutu,Y8.22,Yonivyaapad - Sramsinee,4
03 Varsha Rutu,A11.1,Arsha - Charmakeela,3
03 Varsha Rutu,A12.10,Artava Vyapad - Artava Kshaya,3
03 Varsha Rutu,A5.1,Ajeerna- vidagdhajeerna,3
03 Varsha Rutu,B1.34,Baala Roga - Krimi Roga,3
03 Varsha Rutu,D0.8,Daaha - Sthaanabhedena - Paada Daaha,3
03 Varsha Rutu,G13.0,Gulma,3
03 Varsha Rutu,K10.32,Kshudra Roga - Mukhadooshikaa,3
03 Varsha Rutu,K10.52.0,Kshudra Roga - Vyanga,3
03 Varsha Rutu,K4.10,Karna Roga - Karnabaadhirya - Kaphaanubandha,3
03 Varsha Rutu,K6.0,Klaibya,3
03 Varsha Rutu,M1,Madaatyaya,3
03 Varsha Rutu,M18.14.0,Mukha Roga - Kanthagata Roga,3
03 Varsha Rutu,M6.16,Marma Viddha - Jaanu Viddha,3
03 Varsha Rutu,M6.38,Marma Viddha - Sandhi Viddha,3
03 Varsha Rutu,N4.13,Netra Roga - Kaphaja Linganaasha Shastrakarma Pashchaat,3
03 Varsha Rutu,N4.40.19,Netra Roga - Drishtigata - Pittavidagdha Drishti,3
03 Varsha Rutu,N4.40.9,Netra Roga - Drishtigata - Kaacha Roga - Kaphaja,3
03 Varsha Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,3
03 Varsha Rutu,P5.2,Prameha - Pidaka,3
03 Varsha Rutu,S10.1,Stambha - Baahu Stambha,3
03 Varsha Rutu,S13.13,Sthaanabhedena Graha - Manyaa Graha,3
03 Varsha Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,3
03 Varsha Rutu,S1A.4,Shoola - Parinaama Shoola,3
03 Varsha Rutu,S2.16.1,Shiroroga - Kaphaja Shiroroga - Shirahshoola,3
03 Varsha Rutu,V1.2,Vaatarakta - Gambheera,3
03 Varsha Rutu,V2.13,Vaatavyaadhi - Avasthaa - Supti,3
03 Varsha Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,3
03 Varsha Rutu,V2.38,Vaatavyaadhi - Khanja,3
03 Varsha Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,3
03 Varsha Rutu,V2.53,Vaatavyaadhi - Paadadaaha,3
03 Varsha Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,3
03 Varsha Rutu,V2.65,Vaatavyaadhi - Shaakhaagata Vaata,3
03 Varsha Rutu,V2.8,Vaatavyaadhi - Ashtheelaa,3
03 Varsha Rutu,A1.0,Aamadosha,2
03 Varsha Rutu,A11.10,Arsha - Raktaja Arsha,2
03 Varsha Rutu,A12.1,Artava Vyapad - Anartava,2
03 Varsha Rutu,A6.1,Amlapitta-Adhoga,2
03 Varsha Rutu,A9.2,Arbuda - Maamsaja,2
03 Varsha Rutu,B2.1,Bhagandara - Arsho Bhagandara,2
03 Varsha Rutu,B3.1.2,Bhagna - Kaanda Bhagna - Asthichhallaka Kaanda Bhagna,2
03 Varsha Rutu,D0.1,Daaha - Sthaanabhedena,2
03 Varsha Rutu,G9.10,Granthi (Garbhashaya),2
03 Varsha Rutu,K4.1,Karna Roga - Karna   Pooyasraava,2
03 Varsha Rutu,K4.13,Karna Roga - Karnakandoo,2
03 Varsha Rutu,K4.14,Karna Roga - Karnakshveda,2
03 Varsha Rutu,K6.4,Klaibya - Dvajabhangaja,2
03 Varsha Rutu,M14.14,Mootra Roga - Mootraaghaata - Ushnavaata,2
03 Varsha Rutu,M16.9,Mootra Roga - Mootrakrichchhra - Vaataja Mootrakrichchhra,2
03 Varsha Rutu,M18.11.4,Mukha Roga - Galagata Roga - Galapaaka,2
03 Varsha Rutu,M18.12.0,Mukha Roga - Gandagata Roga,2
03 Varsha Rutu,M18.9.3,Mukha Roga - Dantagata Roga  - Danta Maamsa Paaka,2
03 Varsha Rutu,M6.8,Marma Viddha - Asthimarma Viddha,2
03 Varsha Rutu,N2.21.7,Naasaa Roga - Pratishyaaya - Vaataja Pratishyaaya,2
03 Varsha Rutu,N2.9,Naasaa Roga - Kshavathu,2
03 Varsha Rutu,N4.4,Netra Roga  - Alpashopha Akshipaaka,2
03 Varsha Rutu,N4.40.20.0,Netra Roga - Drishtigata - Timira,2
03 Varsha Rutu,N4.46.2.3,Netra Roga - Shuklagata - Arma - Prastaari Arma,2
03 Varsha Rutu,N4.50.2.1,Netra Roga - Sarvagata - Adhimantha - Kaphaja Adhimantha,2
03 Varsha Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,2
03 Varsha Rutu,N4.55.30,Netra Roga - Vartmagata - Utsanga,2
03 Varsha Rutu,N5.0,Nidra Viparyaya / Nidra Bhanga,2
03 Varsha Rutu,S10.0,Stambha,2
03 Varsha Rutu,S10.10,Stambha - Prishtha Stambha,2
03 Varsha Rutu,S10.5,Stambha - Hanu Stambha,2
03 Varsha Rutu,S13.0,Sthaanabhedena Graha,2
03 Varsha Rutu,S14.2,Sthaanabhedena Shoola - Aantra Shoola,2
03 Varsha Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,2
03 Varsha Rutu,S15.43,Sthaanabhedena Shoola - Skandha Shoola,2
03 Varsha Rutu,S15.47,Sthaanabhedena Shoola - Trika Shoola,2
03 Varsha Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,2
03 Varsha Rutu,S16.21.0,Stree Roga - Sootikaa Roga,2
03 Varsha Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,2
03 Varsha Rutu,S16.30.12,Stree Roga - Yonivyaapad - Mahaayoni,2
03 Varsha Rutu,S16.30.23,Stree Roga - Yonivyaapad - Udaavartaa,2
03 Varsha Rutu,S16.30.9,Stree Roga - Yonivyaapad - Kaphajaa,2
03 Varsha Rutu,S16.9,Stree Roga - Raja Kshaya,2
03 Varsha Rutu,S2.15.5,Shirorog - Kapaalagata Shiroroga - Paalitya,2
03 Varsha Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,2
03 Varsha Rutu,U2.6,Udara-jalodara,2
03 Varsha Rutu,V.10,Vatavyadhi - Avrita Vata,2
03 Varsha Rutu,V1.8,Vaatarakta - Vaata Kaphaja,2
03 Varsha Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,2
03 Varsha Rutu,V2.40,Vaatavyaadhi - Kroshtukasheersha,2
03 Varsha Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,2
03 Varsha Rutu,V3.2,Vandhyatava - Vandya,2
03 Varsha Rutu,V3.3,VANDHYATWA - ANAPATYA,2
03 Varsha Rutu,Y8.0,Yonivyaapad,2
03 Varsha Rutu,Y8.13,Yonivyaapad - Pariplutaa,2
03 Varsha Rutu,k12.3,Kushtha-charmadala,2
03 Varsha Rutu,A11.18,Arsha - Yonija Arsha,1
03 Varsha Rutu,A11.3,Arsha - Kaphaja Arsha,1
03 Varsha Rutu,A11.8,Arsha - Pitta Raktaja Arsha,1
03 Varsha Rutu,A12.3,Artava Vyapad - Kaphaja,1
03 Varsha Rutu,A12.5,Artava Vyapad - Kunapagandhi,1
03 Varsha Rutu,A16.1,Atisaara- kapha,1
03 Varsha Rutu,A16.2,Atisaara- pitta,1
03 Varsha Rutu,A17.0,Aatopa,1
03 Varsha Rutu,A5.2,Ajeerna-Amajeerna,1
03 Varsha Rutu,A5.3,Ajeerna-vishtabdhajeerna,1
03 Varsha Rutu,A8.4,Apasmaara - Kaphaja,1
03 Varsha Rutu,A9.1,Arbuda - Kaphaja,1
03 Varsha Rutu,A9.4,Arbuda - Medoja Arbuda - Shuddha Vrana,1
03 Varsha Rutu,B1.0,Baala Roga,1
03 Varsha Rutu,B1.14,Baala Roga - Baala Shosha,1
03 Varsha Rutu,B1.38,Baala Roga – sahaja Vikara,1
03 Varsha Rutu,C1.0,Chhardi,1
03 Varsha Rutu,D0.0,Daaha,1
03 Varsha Rutu,G1.6,Garbhapoorva Paricharya,1
03 Varsha Rutu,G3.0,Garbhapata,1
03 Varsha Rutu,G5.0,Garbhavrudhi,1
03 Varsha Rutu,G6.1,Garbhini - chardi,1
03 Varsha Rutu,G8.1,Grahanee-kaphaj,1
03 Varsha Rutu,G9.11,GRANTHI - BEEJAKOSHA,1
03 Varsha Rutu,G9.2,Granthi - Kaphaja Granthi,1
03 Varsha Rutu,G9.8,Granthi - Vaataja Granthi,1
03 Varsha Rutu,G9.9,Granthi - Vranaja Granthi,1
03 Varsha Rutu,H1.0,Hikkaa,1
03 Varsha Rutu,H2.1,Hridroga - Kaphaja Hridroga,1
03 Varsha Rutu,H2.3,Hridroga - Pittaja Hridroga,1
03 Varsha Rutu,H2.4,Hridroga - Saannipaatika Hridroga,1
03 Varsha Rutu,H2.5,Hridroga - Vaataja Hridroga,1
03 Varsha Rutu,J1.1,Jvara- kapha,1
03 Varsha Rutu,J1.2,Jvara- pitta,1
03 Varsha Rutu,J1.5,Jvara-vata,1
03 Varsha Rutu,K10.11,Kshudra Roga - Chippa,1
03 Varsha Rutu,K10.15,Kshudra Roga - Indralupta,1
03 Varsha Rutu,K10.38B,Kshudra Roga - Parivartikaa,1
03 Varsha Rutu,K10.52.5,Kshudra Roga - Yavaprakhyaa,1
03 Varsha Rutu,K2.2,Kaasa- kshataja,1
03 Varsha Rutu,K3.1,Kandoo - Guda Kandoo,1
03 Varsha Rutu,K4.12,Karna Roga - Karnagoothaka,1
03 Varsha Rutu,K4.16,Karna Roga - Karnapaaka,1
03 Varsha Rutu,K4.19,Karna Roga - Karnashoola,1
03 Varsha Rutu,K4.2,Karna Roga - Karna  Kleda,1
03 Varsha Rutu,K4.20,Karna Roga - Karnashopha,1
03 Varsha Rutu,K4.9,Karna Roga - Karnabaadhirya,1
03 Varsha Rutu,M1.4,Madaatyaya - Vaataja,1
03 Varsha Rutu,M14.15,Mootra Roga - Mootraaghaata - Vaataashthilaa,1
03 Varsha Rutu,M14.5,Mootra Roga - Mootraaghaata - Mootragranthi,1
03 Varsha Rutu,M16.2,Mootra Roga - Mootrakrichchhra - Kaphaja,1
03 Varsha Rutu,M18.10.10,Mukha Roga - Dantamoolagata Roga - Sheetaada,1
03 Varsha Rutu,M18.10.12,Mukha Roga - Dantamoolagata Roga - Upakusha,1
03 Varsha Rutu,M18.10.3,Mukha Roga - Dantamoolagata Roga - Dantapupputa,1
03 Varsha Rutu,M18.11.10,Mukha Roga - Galagata Roga - Gandamaalaa,1
03 Varsha Rutu,M18.14.17,Mukha Roga - Kanthagata Roga - Svaraghna,1
03 Varsha Rutu,M18.3,Mukha Roga  - Mukhadaaha,1
03 Varsha Rutu,M18.9.4,Mukha Roga - Dantagata Roga  - Danta Maamsa Shoola,1
03 Varsha Rutu,M5.2,Maanasa Roga - Glaani,1
03 Varsha Rutu,M7.3,Masanumasika Dviteeya,1
03 Varsha Rutu,M7.5,Masanumasika Panchama,1
03 Varsha Rutu,M7.7,Masanumasika Saptama,1
03 Varsha Rutu,MS S1.0,Shukra Dushti,1
03 Varsha Rutu,N1.0,Naadee Vrana,1
03 Varsha Rutu,N1.4,Naadee Vrana - Shalyaja,1
03 Varsha Rutu,N2.0,Naasaa Roga,1
03 Varsha Rutu,N2.16,Naasaa Roga - Naasaashosha,1
03 Varsha Rutu,N4.10,Netra Roga - Gharsha,1
03 Varsha Rutu,N4.12,Netra Roga - Kandoo,1
03 Varsha Rutu,N4.19,Netra Roga - Netra Daaha,1
03 Varsha Rutu,N4.27,Netra Roga - Paichchhilya,1
03 Varsha Rutu,N4.40.0,Netra Roga - Drishtigata,1
03 Varsha Rutu,N4.40.15,Netra Roga - Drishtigata - Kaphavidagdha Drishti,1
03 Varsha Rutu,N4.40.16.0,Netra Roga - Drishtigata - Linganaasha,1
03 Varsha Rutu,N4.40.16.3,Netra Roga - Drishtigata - Linganaasha - Kaphaja,1
03 Varsha Rutu,N4.40.5,Netra Roga - Drishtigata - Doshaandhya,1
03 Varsha Rutu,N4.40.8,Netra Roga - Drishtigata - Kaacha Roga,1
03 Varsha Rutu,N4.42.0,Netra Roga - Krishnagata,1
03 Varsha Rutu,N4.42.2.1,Netra Roga - Krishnagata - Shukra Netra Roga - Avrana Shukra,1
03 Varsha Rutu,N4.45,Netra Roga - Raktaja,1
03 Varsha Rutu,N4.46.2.0,Netra Roga - Shuklagata - Arma,1
03 Varsha Rutu,N4.46.2.1,Netra Roga - Shuklagata - Arma - Adhimaamsa Arma,1
03 Varsha Rutu,N4.46.2.5,Netra Roga - Shuklagata - Arma - Snaavyaarma,1
03 Varsha Rutu,N4.47.6,Netra Roga - Shuklagata - Siraaharsha,1
03 Varsha Rutu,N4.50.1.0,Netra Roga - Sarvagata - Abhishyanda,1
03 Varsha Rutu,N4.50.2.4,Netra Roga - Sarvagata - Adhimantha - Vaataja Adhimantha,1
03 Varsha Rutu,N4.51.0,Netra Roga - Vaataja,1
03 Varsha Rutu,O1.0,Ojavikriti,1
03 Varsha Rutu,S10.13,Stambha - Siraa Stambha,1
03 Varsha Rutu,S13.14,Sthaanabhedena Graha - Marma Graha,1
03 Varsha Rutu,S13.20,Sthaanabhedena Graha - Shiro Graha,1
03 Varsha Rutu,S13.3,Sthaanabhedena Graha - Gala Graha,1
03 Varsha Rutu,S13.7,Sthaanabhedena Graha - Jaanugraha,1
03 Varsha Rutu,S13.8,Sthaanabhedena Graha - Janghaa Graha,1
03 Varsha Rutu,S14.14,Sthaanabhedena Shoola - Hanu Shoola,1
03 Varsha Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,1
03 Varsha Rutu,S14.5,Sthaanabhedena Shoola - Anguli Shoola,1
03 Varsha Rutu,S15.32,Sthaanabhedena Shoola - Paarshni Shoola,1
03 Varsha Rutu,S15.33,Sthaanabhedena Shoola - Pakvaashaya Shoola,1
03 Varsha Rutu,S16.19.0,Stree Roga - Rajo Dushti,1
03 Varsha Rutu,S16.2,Stree Roga - Aartavanaasha,1
03 Varsha Rutu,S16.20.7,STREEROGA - RAJONIVRITHI,1
03 Varsha Rutu,S16.3,Stree Roga - Anaartava,1
03 Varsha Rutu,S16.30.15,Stree Roga - Yonivyaapad - Pittalaa,1
03 Varsha Rutu,S2.13,Shiroroga - Anantavaata,1
03 Varsha Rutu,S2.15.4,Shiroroga - Kapaalagata Shiroroga - Khaalitya,1
03 Varsha Rutu,S2.23,Shiroroga - Shirah Kampa,1
03 Varsha Rutu,S2.25.2,Shiroroga - Vaataja Shiroroga - Shirahshoola,1
03 Varsha Rutu,S2.4,Shiroroga - Shankha Shoola,1
03 Varsha Rutu,S2.7,Shiroroga - Shira Supti,1
03 Varsha Rutu,S2.9,Shiroroga - Shirah Pradeshastha Paaka,1
03 Varsha Rutu,S3A.0,Shrama,1
03 Varsha Rutu,U2.0,Udara,1
03 Varsha Rutu,U3.0,Udarda,1
03 Varsha Rutu,U4.7,Unmaada - Manokhedaja,1
03 Varsha Rutu,U5.0,Urahkshata,1
03 Varsha Rutu,V1.4,Vaatarakta - Kaphaadhika Vaatarakta,1
03 Varsha Rutu,V1.9,Vaatarakta - Vaataadhika Vaatarakta,1
03 Varsha Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,1
03 Varsha Rutu,V10.20,Vatavyadhi - Avrita Vata - Prana avrita Samana,1
03 Varsha Rutu,V11.1,Vatavyadhi - Gatatva  - Amashayagata Vata,1
03 Varsha Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,1
03 Varsha Rutu,V13.1.3,Vrana - Aagantuja (Sadyo) Vrana - Dagdha Vrana,1
03 Varsha Rutu,V13.8,Vrana - Kaphavaataraktaja Vrana,1
03 Varsha Rutu,V15.0,Vriddhi,1
03 Varsha Rutu,V2.12,Vaatavyaadhi - Stabdhagaatra,1
03 Varsha Rutu,V2.19,Vaatavyaadhi - Dandaapataanaka,1
03 Varsha Rutu,V2.3.0,Vaatavyaadhi - Aakshepaka,1
03 Varsha Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,1
03 Varsha Rutu,V2.4.2,Vaatavyaadhi - Aavritavaata - Pittaavrita Vaata,1
03 Varsha Rutu,V2.43,Vaatavyaadhi - Maamsamedogata Vaata,1
03 Varsha Rutu,V2.49,Vaatavyaadhi - Minmin,1
03 Varsha Rutu,V2.56.2,Vaatavyaadhi - Pakshavadha - Pittaja,1
03 Varsha Rutu,V2.72,Vaatavyaadhi - Trikgata Vaata,1
03 Varsha Rutu,V2.73,Vaatavyaadhi - Tvaggata Vaata,1
03 Varsha Rutu,V6.11,Vidradhi - Majjajaata,1
03 Varsha Rutu,V6.17,Vidradhi - Stanagata,1
03 Varsha Rutu,V6.2,Vidradhi - Asthigata,1
03 Varsha Rutu,V6.3,Vidradhi - Baahya,1
03 Varsha Rutu,Y8.10,Yonivyaapad - Karninee,1
03 Varsha Rutu,Y8.23,Yonivyaapad - Udaavartaa,1
03 Varsha Rutu,k11.0,Kukshi Roga,1
03 Varsha Rutu,k12.15,Kushtha-sidhma,1
03 Varsha Rutu,k12.18,Kushtha-visphotaka,1
03 Varsha Rutu,k12.6,Kushtha-ekakushta,1
03 Varsha Rutu,k8.0,Kshaya,1
04 Sharad Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,1118
04 Sharad Rutu,V2.23,Vaatavyaadhi - Gridhrasee,770
04 Sharad Rutu,V2.0,Vaatavyaadhi,675
04 Sharad Rutu,M2.0,Madhumeha,528
04 Sharad Rutu,P5.0,Prameha,397
04 Sharad Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,329
04 Sharad Rutu,A2.0,Aamavaata,300
04 Sharad Rutu,V2.10,Vaatavyaadhi - Avabaahuka,267
04 Sharad Rutu,S16.0,Sthaulya,256
04 Sharad Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,235
04 Sharad Rutu,MS G1.0,Greeva Graha,172
04 Sharad Rutu,A6.0,Amlapitta,171
04 Sharad Rutu,A3.0,Abhighataja Shoola,159
04 Sharad Rutu,V1.0,Vaatarakta,147
04 Sharad Rutu,M10.1,Medoroga - Sthula medho roga,135
04 Sharad Rutu,S14.0,Sthaanabhedena Shoola,119
04 Sharad Rutu,N4.0,Netra Roga,107
04 Sharad Rutu,K2.0,Kaasa,79
04 Sharad Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,71
04 Sharad Rutu,G9.7,Granthi - Siraa Granthi,68
04 Sharad Rutu,S4.0,Shvaasa,68
04 Sharad Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,63
04 Sharad Rutu,V2.9,Vaatavyaadhi - Asthigata Vaata,57
04 Sharad Rutu,k12.0,Kushtha,57
04 Sharad Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,56
04 Sharad Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,51
04 Sharad Rutu,M10.2,Medoroga - Sukshma medho roga,50
04 Sharad Rutu,MS R1,Raktachapa,47
04 Sharad Rutu,N2.21.0,Naasaa Roga - Pratishyaaya,47
04 Sharad Rutu,N2.18,Naasaa Roga - Peenasa,46
04 Sharad Rutu,V2.34.0,Vaatavyaadhi - Kampa,43
04 Sharad Rutu,S2.10,Shiroroga - Shirahshoola,39
04 Sharad Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,38
